127.0.0.1 - - [27/Jun/2021:22:13:13 -0700] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/bootstrap.min.js HTTP/1.1" 200 93064
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/slicknav.min.js HTTP/1.1" 200 8416
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/owl-carousel.js HTTP/1.1" 200 54553
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/magnific-popup.js HTTP/1.1" 200 33466
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/waypoints.min.js HTTP/1.1" 200 8051
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/finalcountdown.min.js HTTP/1.1" 200 5391
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/nicesellect.js HTTP/1.1" 200 144110
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/flex-slider.js HTTP/1.1" 200 16124
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/scrollup.js HTTP/1.1" 200 2047
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/onepage-nav.min.js HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/easing.js HTTP/1.1" 200 2299
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/logo.png HTTP/1.1" 200 16901
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/ProductImages/Shoes.jfif HTTP/1.1" 200 5601
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/ProductImages/2.jfif HTTP/1.1" 200 3859
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/active.js HTTP/1.1" 200 8646
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/ProductImages/1.jfif HTTP/1.1" 200 6280
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/ProductImages/men.jfif HTTP/1.1" 200 5434
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/ProductImages/women.jfif HTTP/1.1" 200 7805
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/logo2.png HTTP/1.1" 200 16901
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/payments.png HTTP/1.1" 200 10415
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/fonts/themify.woff HTTP/1.1" 200 56108
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:18 -0700] "GET /Template1/images/favicon.png HTTP/1.1" 200 6917
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:35 -0700] "GET /Template1/Login.jsp HTTP/1.1" 200 15922
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/facnybox.min.js HTTP/1.1" 200 79298
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/ytplayer.min.js HTTP/1.1" 200 54786
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/gmap.min.js HTTP/1.1" 200 30719
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/map-script.js HTTP/1.1" 200 1437
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:36 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:37 -0700] "GET /Template1/images/map-marker.png HTTP/1.1" 200 5019
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:39 -0700] "GET /Template1/Signup.jsp HTTP/1.1" 200 16820
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:39 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:39 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:39 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:39 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:13:47 -0700] "GET /Template1/AJAXemail.jsp?val= HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:13 -0700] "GET /Template1/AJAXemail.jsp?val=mannpatel20102003@gmail.com HTTP/1.1" 200 46
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:48 -0700] "POST /Template1/UserController HTTP/1.1" 200 14975
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:48 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:48 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:48 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:14:48 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:15:57 -0700] "POST /Template1/UserController HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:15:58 -0700] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:08 -0700] "POST /Template1/UserController HTTP/1.1" 200 67319
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:09 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:09 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:11 -0700] "GET /Template1/Login.jsp HTTP/1.1" 200 15922
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:11 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:11 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:11 -0700] "GET /Template1/js/colors.js HTTP/1.1" 404 1104
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:11 -0700] "GET /Template1/js/jquery-counterup.min.js HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:15 -0700] "GET /Template1/AJAXemail.jsp?val= HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:19 -0700] "GET /Template1/AJAXemail.jsp?val= HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:23 -0700] "GET /Template1/AJAXemail.jsp?val= HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [27/Jun/2021:22:16:31 -0700] "GET /Template1/AJAXemail.jsp?val= HTTP/1.1" 200 37
